sample_id,domain,url,split,label,p_url,p_website,p_visual,has_password_field,has_external_password_form,external_action_count,login_forms_count,external_link_ratio,null_link_ratio,security_header_score,has_centered_card,whitespace_ratio,edge_density,url_length,entropy_score,count_subdomains,has_ip_address,has_punycode
sample_032_eff_org,eff.org,https://www.eff.org/,test,0,0.6667,0.0998,0.0146,0,0,0,0,0.0,0.0,0.0,0,0.537,0.0675,20,0.0,1,0,0
sample_033_mit_edu,mit.edu,https://web.mit.edu/,test,0,0.7067,0.0998,0.0231,0,0,0,0,0.0,0.0,0.0,0,0.424,0.0724,20,0.0,1,0,0
sample_034_stanford_edu,stanford.edu,https://www.stanford.edu/,train,0,0.8942,0.0998,0.0326,0,0,0,0,0.0,0.0,0.0,0,0.022,0.027,25,0.0,1,0,0
sample_035_gnu_org,gnu.org,https://www.gnu.org/,train,0,0.6667,0.0998,0.0068,0,0,0,0,0.0,0.0,0.0,0,0.645,0.0952,20,0.0,1,0,0
sample_036_kernel_org,kernel.org,https://www.kernel.org/,train,0,0.753,0.0998,0.1145,0,0,0,0,0.0,0.0,0.0,0,0.583,0.0124,23,0.0,1,0,0
sample_037_debian_org,debian.org,https://www.debian.org/,train,0,0.775,0.0998,0.0099,0,0,0,0,0.0,0.0,0.0,0,0.515,0.0902,23,0.0,1,0,0
sample_038_stackoverflow_com,stackoverflow.com,https://stackoverflow.com/,train,0,0.0398,0.0998,0.465,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0041,26,0.0,0,0,0
sample_039_arxiv_org,arxiv.org,https://arxiv.org/,train,0,0.0,0.0998,0.0293,0,0,0,0,0.0,0.0,0.0,0,0.835,0.1285,18,0.0,0,0,0
sample_040_acm_org,acm.org,https://www.acm.org/,train,0,0.6667,0.0998,0.0167,0,0,0,0,0.0,0.0,0.0,0,0.795,0.0835,20,0.0,1,0,0
sample_041_nist_gov,nist.gov,https://www.nist.gov/,train,0,0.7287,0.0998,0.0076,0,0,0,0,0.0,0.0,0.0,0,0.037,0.0404,21,0.0,1,0,0
sample_042_cisa_gov,cisa.gov,https://www.cisa.gov/,train,0,0.7287,0.0998,0.0014,0,0,0,0,0.0,0.0,0.0,0,0.306,0.0816,21,0.0,1,0,0
sample_043_ietf_org,ietf.org,https://www.ietf.org/,train,0,0.7287,0.0998,0.0189,0,0,0,0,0.0,0.0,0.0,0,0.514,0.0708,21,0.0,1,0,0
sample_044_openphish_com,openphish.com,https://openphish.com/,val,0,0.0039,0.0998,0.018,0,0,0,0,0.0,0.0,0.0,0,0.892,0.0486,22,0.0,0,0,0
sample_045_archive_org,archive.org,https://archive.org/,test,0,0.0006,0.0998,0.1742,0,0,0,0,0.0,0.0,0.0,0,0.895,0.0106,20,0.0,0,0,0
sample_046_un_org,un.org,https://www.un.org/en/,train,0,0.755,0.0998,0.0135,0,0,0,0,0.0,0.0,0.0,0,0.578,0.0658,22,0.0,1,0,0
sample_047_who_int,who.int,https://www.who.int/,val,0,0.6667,0.0998,0.0044,0,0,0,0,0.0,0.0,0.0,0,0.255,0.0505,20,0.0,1,0,0
sample_048_nasa_gov,nasa.gov,https://www.nasa.gov/,train,0,0.712,0.0998,0.022,0,0,0,0,0.0,0.0,0.0,0,0.113,0.0569,21,0.0,1,0,0
